PaymentDate,VendorName,PaymentAmount,Fund,FundDescription,Center,CenterName,Account,AccountName,FiscalYear,AccountingPeriod
8/15/2017 0:00,JESSE MONTANO                                ,28.5,700,FLEET MANAGEMENT,20700,FLEET MANAGEMENT ADMINISTRATION    ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,2
8/15/2017 0:00,JOHN BRADLEY LUNDAHL                         ,103.14,100,GENERAL,1117,DIVERSITY                          ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,2
8/15/2017 0:00,KEMIRA WATER SOLUTIONS INC                   ,5071.71,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,2
8/15/2017 0:00,LIGHTING UNLIMITED                           ,225.31,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/15/2017 0:00,LOFTIN EQUIPMENT COMPANY INC                 ,6467.03,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,2
8/15/2017 0:00,MIDWEST TAPE                                 ,3008.31,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53600,LIBRARY MATERIALS                  ,2018,2
8/15/2017 0:00,PHOENIX NEWSPAPERS INC                       ,377.49,600,WATER,29260,CHAPARRAL WATER TREATMENT PLANT    ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,2
8/15/2017 0:00,PK ASSOCIATES LLC                            ,350,100,GENERAL,2090A,FACILITIES MGMT REPAIR & MAINT     ,52110,ARCHITECTURAL AND ENGINEERING      ,2018,2
8/15/2017 0:00,RED WING                                     ,146.8,200,TRANSPORTATION,20800,STREET OPERATIONS ADMINISTRATION   ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/15/2017 0:00,ROBERT DEWOLF                                ,28.5,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,2
8/15/2017 0:00,SAFELITE AUTOGLASS                           ,39.95,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,2
8/15/2017 0:00,SALT WORKS                                   ,2334.83,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,2
8/15/2017 0:00,SALT WORKS                                   ,51.02,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,53052,CLEANING CHEMICAL(TAXABLE)         ,2018,2
8/15/2017 0:00,SCOTT SINDELAR PHD PC                        ,60,100,GENERAL,1080,COURT                              ,52150,MEDICAL SERVICES                   ,2018,2
8/15/2017 0:00,SCOTTSDALE CONVENTION & VISITORS BUREAU      ,810048.25,285,TOURISM DEVELOPMENT,21704,DESTINATION MARKETING CONTRACT     ,52195,DESTINATION MARKETING CONTRACT     ,2018,2
8/15/2017 0:00,SOUTHWEST MOBILE STORAGE INC                 ,65.16,100,GENERAL,25453,PARKS & REC - YOUTH DEVELOPMENT    ,52590,OTHER RENTALS                      ,2018,2
8/15/2017 0:00,SPICERS PAPER INC                            ,632.18,100,GENERAL,27220,GRAPHIC AND PRINTING SOLUTIONS *06/,53060,PHOTOGRAPHIC & DUPLICATING SUPPLIES,2018,2
8/15/2017 0:00,SUMMIT CHEMICAL SPECIALITY PRODUCTS          ,9793.68,600,WATER,29260,CHAPARRAL WATER TREATMENT PLANT    ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,2
8/15/2017 0:00,TESTAMERICA LABORATORIES INC                 ,44,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,52151,LABORATORY TESTING                 ,2018,2
8/15/2017 0:00,THATCHER COMPANY OF ARIZONA                  ,2642.33,600,WATER,29221,CAP TREATMENT PLANT                ,53051,TREATMENT CHEMICAL(NON-TAXABLE)    ,2018,2
8/15/2017 0:00,TIMOTHY J WILEY                              ,28.5,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52230,OVERNIGHT TRAIN/BUSINESS CONF TRAVL,2018,2
8/15/2017 0:00,UNITED FIRE                                  ,338.24,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/15/2017 0:00,UNITED METAL PRODUCTS INC                    ,344.05,100,GENERAL,20905,HVAC MAINTENANCE                   ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,2
8/15/2017 0:00,URBAN FOREST TREE CARE INC                   ,1500,100,GENERAL,25408,STORM DAMAGE REPAIR AND MAINTENANCE,52323,LANDSCAPING                        ,2018,2
8/15/2017 0:00,VIP TAXI LLC                                 ,17384.09,200,TRANSPORTATION,21110,TRANSIT OPERATIONS                 ,52866,TAXI VOUCHER PROGRAM               ,2018,2
8/15/2017 0:00,VULCAN MATERIALS COMPANY                     ,306.14,200,TRANSPORTATION,20810,GRADING AND DRAINAGE               ,53740,STREET MAINTENANCE MATERIALS       ,2018,2
8/15/2017 0:00,VULCAN MATERIALS COMPANY                     ,180,600,WATER,29201,WATER DISTRIBUTION                 ,52870,LANDFILL CONTRACT                  ,2018,2
8/15/2017 0:00,VWR INTERNATIONAL LLC                        ,460.6,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,2
8/15/2017 0:00,WACO CONTRACTING                             ,6912.52,600,WATER,29201,WATER DISTRIBUTION                 ,52363,SERVICE INTERRUPTION REPAIRS       ,2018,2
8/15/2017 0:00,WATER WORKS ENGINEERS LLC                    ,1105.5,602,CIP WATER,WB77B,WATER DISTRIBUTION SYSTEM IMPROV   ,56053,DSGN - WATER - DISTRIBUTION SYSTEM ,2018,2
8/15/2017 0:00,WESTERN FENCE CO INC                         ,1394.8,100,GENERAL,25419,MAINTENANCE-VISTA DEL CAMINO       ,52560,MACHINERY & EQUIPMENT RENT         ,2018,2
8/16/2017 0:00,ACE UNIFORMS OF PHOENIX                      ,122.16,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/16/2017 0:00,APACHE TAXI                                  ,478.56,200,TRANSPORTATION,21110,TRANSIT OPERATIONS                 ,52866,TAXI VOUCHER PROGRAM               ,2018,2
8/16/2017 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,22,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/16/2017 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,132,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/16/2017 0:00,BETTY A LEONELLI                             ,90,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/16/2017 0:00,CITY CAB COMPANY                             ,468,200,TRANSPORTATION,21110,TRANSIT OPERATIONS                 ,52866,TAXI VOUCHER PROGRAM               ,2018,2
8/16/2017 0:00,DH PACE DOOR SERVICES                        ,1484.4,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,2
8/16/2017 0:00,ECMS INC                                     ,1936.61,100,GENERAL,22035,FIRE RESOURCE MANAGEMENT           ,52380,UNIFORM CLEANING                   ,2018,2
8/16/2017 0:00,EPCOR WATER                                  ,528.19,200,TRANSPORTATION,20909,UTILITIES - MEDIAN & RIGHT OF WAY  ,52713,WATER                              ,2018,2
8/16/2017 0:00,EWING IRRIGATION PRODUCTS                    ,83.98,100,GENERAL,25402,DOWNTOWN SCOTTSDALE                ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/16/2017 0:00,EWING IRRIGATION PRODUCTS                    ,1591.08,100,GENERAL,25411,IRRIGATION REPAIR                  ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/16/2017 0:00,EWING IRRIGATION PRODUCTS                    ,64.74,100,GENERAL,25412,MEDIANS & RIGHT-OF-WAY MAINTENANCE ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/16/2017 0:00,EWING IRRIGATION PRODUCTS                    ,2236.17,100,GENERAL,25414,MAINTENANCE-CHAPARRAL PARK         ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/16/2017 0:00,EWING IRRIGATION PRODUCTS                    ,591.67,100,GENERAL,25426,MAINTENANCE-SCOTTSDALESPORTSCOMPLEX,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/16/2017 0:00,EWING IRRIGATION PRODUCTS                    ,178.09,100,GENERAL,25428,MAINTENANCE-HORIZON PARK           ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/16/2017 0:00,GHD INC                                      ,27848.06,632,2017A MPC BONDS-WATER,WC03B,FLW 24 TRANS MAIN & BOOSTER MOD    ,56047,DSGN - ENGINEERING SERVICES        ,2018,2
8/16/2017 0:00,GHD INC                                      ,8421.25,632,2017A MPC BONDS-WATER,WC05B,ZONE 2 WATER SYSTEM IMPROVEMENTS   ,56047,DSGN - ENGINEERING SERVICES        ,2018,2
8/16/2017 0:00,GRAYBAR ELECTRIC COMPANY INC                 ,14367.71,400,CIP GENERAL,YD07H,IT - NETWORK INFRASTRUCTURE        ,56157,IT - EQUIPMENT                     ,2018,2
8/16/2017 0:00,PITNEY BOWES PRESORT SERVICES INC            ,1448.75,100,GENERAL,27230,MAIL *06/18                        ,52210,POSTAGE AND SHIPPING               ,2018,2
8/16/2017 0:00,RDO EQUIPMENT CO                             ,1510.11,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,2
8/16/2017 0:00,RED WING SHOE STORE                          ,250,600,WATER,29221,CAP TREATMENT PLANT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/16/2017 0:00,S & C HANDHOLE COVERS LLC                    ,2365,200,TRANSPORTATION,20860,TRAFFIC SIGNALS                    ,53790,"MAT TO MAINT & REPAIR MACH, EQUIP  ",2018,2
8/16/2017 0:00,SCOTTSDALE CULTURAL COUNCIL                  ,677802,100,GENERAL,21702,CULTURAL COUNCIL CONTRACT          ,52196,CULTURAL COUNCIL CONTRACT          ,2018,2
8/16/2017 0:00,SCOTTSDALE CULTURAL COUNCIL                  ,19500,100,GENERAL,2170B,PUBLIC ART CONSV AND RESTORATION   ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/16/2017 0:00,SPARTAN TOOL LLC                             ,1871.78,100,GENERAL,20906,PLUMBING MAINTENANCE               ,53720,SMALL TOOLS & EQUIPMENT            ,2018,2
8/16/2017 0:00,SPEEDIE AND ASSOCIATES                       ,3559,445,2015 GO BOND Q4-STREET PAVEMT REHAB,TC06A,PAVEMENT REPLACEMENT               ,56084,CONT - STREETS                     ,2018,2
8/16/2017 0:00,SUN VALLEY REMODELING INC                    ,9955,220,CDBG,32137,FY 15/16 CITY ROOF REPAIR          ,52827,REHAB CONTRACTORS                  ,2018,2
8/16/2017 0:00,UNIVERSAL POLICE SUPPLY CO                   ,125,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/17/2017 0:00,ACCUSTANDARD INC                             ,332.25,603,WATER RECLAMATION,29470,WATER RECLAMATION LABORATORY       ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,2
8/17/2017 0:00,ADP INTERPRETING LLC                         ,300,100,GENERAL,1080,COURT                              ,52170,COURT REPORTERS/TRANSCRIPTION SERV ,2018,2
8/17/2017 0:00,APPLIED DIVING SERVICES INC                  ,3601.5,100,GENERAL,25411,IRRIGATION REPAIR                  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/17/2017 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,22,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/17/2017 0:00,AT&T                                         ,300,100,GENERAL,22433,TACTICAL OPERATIONS                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,2
8/17/2017 0:00,CITY OF PHOENIX                              ,10.44,200,TRANSPORTATION,20909,UTILITIES - MEDIAN & RIGHT OF WAY  ,52713,WATER                              ,2018,2
8/17/2017 0:00,CITY OF TEMPE                                ,7185.39,100,GENERAL,20901,UTILITIES                          ,52713,WATER                              ,2018,2
8/17/2017 0:00,COX COMMUNICATIONS PHOENIX                   ,223,100,GENERAL,22610,TECHNOLOGY SERVICES                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,2
8/17/2017 0:00,DEX MEDIA                                    ,248.25,650,SOLID WASTE MANAGEMENT,20543,SPECIAL EVENTS-RES                 ,52185,ADVERTISING                        ,2018,2
8/17/2017 0:00,DIRECTV                                      ,124.99,100,GENERAL,22200,PATROL SERVICES                    ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,2
8/17/2017 0:00,ELLIOTT D POLLACK & COMPANY CONSULTING LLC   ,4550,100,GENERAL,1050,CIVIL DIVISION                     ,52140,LEGAL SERVICES - ATTORNEYS         ,2018,2
8/17/2017 0:00,INSIGHT PUBLIC SECTOR                        ,18686.1,100,GENERAL,21220,PERMIT SERVICES - ONE STOP SHOP    ,54522,COMPUTER EQUIPMENT                 ,2018,2
8/17/2017 0:00,JW BUILDERS                                  ,10000,220,CDBG,32137,FY 15/16 CITY ROOF REPAIR          ,52827,REHAB CONTRACTORS                  ,2018,2
8/17/2017 0:00,KEVIN D HURLEY PSYD                          ,220,100,GENERAL,1080,COURT                              ,52150,MEDICAL SERVICES                   ,2018,2
8/17/2017 0:00,LAMBTECH INC                                 ,1071,603,WATER RECLAMATION,29380,WATER CAMPUS WATER RECLAMATION PLNT,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/17/2017 0:00,MARICOPA COUNTY ENVIRONMENTAL SVCS DEPT      ,360,650,SOLID WASTE MANAGEMENT,20534,SOLID WASTE MANAGEMENT ADMIN SVCS  ,52875,LICENSES & PERMITS                 ,2018,2
8/17/2017 0:00,MARKETLAB INC                                ,187.26,100,GENERAL,22425,CRIME LABORATORY                   ,53040,CHEMICALS & LABORATORY SUPPLIES    ,2018,2
8/17/2017 0:00,MOVING AT EASE                               ,546.75,230,GRANTS,36208,SRP-MIC FY16/17 MILUK              ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/17/2017 0:00,PRECISION INTEGRATED SYSTEMS LLC             ,4464,100,GENERAL,25410,MAINTENANCE - FOUNTAINS & AQUATICS ,52890,OTHER CONTRACTUAL SERVICES         ,2018,2
8/17/2017 0:00,RED WING                                     ,150,200,TRANSPORTATION,20800,STREET OPERATIONS ADMINISTRATION   ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/17/2017 0:00,SCOTTSDALE PUBLIC ART                        ,300,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/17/2017 0:00,SCOTTSDALE PUBLIC ART                        ,10000,444,2002 GO BONDS,TB50A,MUSTANG TRANSIT PASSENGER FACILITY ,56071,AIPP-ART IN PUBLIC PLACES          ,2018,2
8/17/2017 0:00,SPRINT                                       ,60,100,GENERAL,22433,TACTICAL OPERATIONS                ,52226,SPECIALTY LINES - COMMUNICATIONS   ,2018,2
8/17/2017 0:00,STATE OF ARIZONA                             ,225,200,TRANSPORTATION,21110,TRANSIT OPERATIONS                 ,52800,SUBSCRIPTIONS & MEMBERSHIPS        ,2018,2
8/17/2017 0:00,UNIFIRST CORPORATION                         ,1758.03,100,GENERAL,25400,PARKS & RECREATION PLANNING & ADMIN,52380,UNIFORM CLEANING                   ,2018,2
8/17/2017 0:00,VARIDESK LLC                                 ,5664.8,100,GENERAL,1050,CIVIL DIVISION                     ,53025,FURNITURE & MINOR EQUIPMENT        ,2018,2
8/18/2017 0:00,4IMPRINT INC                                 ,939.54,100,GENERAL,1116,CITIZEN SERVICE                    ,53020,OFFICE SUPPLIES                    ,2018,2
8/18/2017 0:00,ACCU TECH CORPORATION                        ,2016.11,100,GENERAL,27501,NETWORK OPERATIONS                 ,53090,OTHER OPERATING SUPPLIES           ,2018,2
8/18/2017 0:00,ACE UNIFORMS OF PHOENIX                      ,7.5,100,GENERAL,22607,RESOURCE MANAGEMENT                ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/18/2017 0:00,ALL CITY TOWING                              ,2395,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,2
8/18/2017 0:00,ANCHOR SCIENTIFIC INC                        ,4680.17,603,WATER RECLAMATION,29321,SEWER SYSTEM                       ,53793,MAT TO MAINT AND REPAIR ELEC       ,2018,2
8/18/2017 0:00,ANITA CHESTNEY                               ,1050,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/18/2017 0:00,APPLIED DIVING SERVICES INC                  ,1515.1,100,GENERAL,25411,IRRIGATION REPAIR                  ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/18/2017 0:00,ARIZONA DEPARTMENT OF PUBLIC SAFETY          ,22,100,GENERAL,23510,TAX AND LICENSE ADMINISTRATION     ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/18/2017 0:00,ARIZONA SPRAY EQUIPMENT                      ,283.3,100,GENERAL,25414,MAINTENANCE-CHAPARRAL PARK         ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,2
8/18/2017 0:00,ARIZONA SPRAY EQUIPMENT                      ,92.85,100,GENERAL,25419,MAINTENANCE-VISTA DEL CAMINO       ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,2
8/18/2017 0:00,AUTOZONE INC                                 ,16.18,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,53780,OTHER MAINTENANCE & REPAIR SUPPLY  ,2018,2
8/18/2017 0:00,BAKER & TAYLOR LLC                           ,7626.59,100,GENERAL,25602,LIBRARY OPERATIONS                 ,53600,LIBRARY MATERIALS                  ,2018,2
8/18/2017 0:00,BERGE FORD                                   ,191.15,700,FLEET MANAGEMENT,20706,FLEET MANAGEMENT OPERATIONS        ,52360,"MAINT - MACHINERY, EQUIP & AUTOS   ",2018,2
8/18/2017 0:00,BETTY A LEONELLI                             ,180,100,GENERAL,25451,LEISURE EDUCATION PROGRAMS         ,52190,OTHER PROFESSIONAL SERVICES        ,2018,2
8/18/2017 0:00,BIBLIOTHECA LLC                              ,72578,100,GENERAL,25603,LIBRARY SYSTEMS                    ,52340,"MAINTENANCE, OFF EQUIP & FURNITURE ",2018,2
8/18/2017 0:00,BRENNTAG PACIFIC INC                         ,9331.29,603,WATER RECLAMATION,29381,ADVANCED WATER TREATMENT PLANT     ,53052,CLEANING CHEMICAL(TAXABLE)         ,2018,2
8/18/2017 0:00,BROOKLYN PEDDLER INC                         ,722.62,280,SPECIAL PROGRAMS,25494,MCCORMICK RR PK/REV FACILITIES OPER,53100,INVENTORY PURCHASED FOR RESALE     ,2018,2
8/18/2017 0:00,BROWN WHOLESALE ELECTRIC                     ,312.04,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/18/2017 0:00,BUG OFF PEST CONTROL LLC                     ,184.25,100,GENERAL,20902,CONTRACT ADMINISTRATION            ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,2
8/18/2017 0:00,BUNKERS GLASS OF PHOENIX INC                 ,316.17,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,52330,"MAINTENANCE, BUILDINGS & STRUCTURE ",2018,2
8/18/2017 0:00,CENTRAL ARIZONA PROJECT                      ,1104037.67,600,WATER,29221,CAP TREATMENT PLANT                ,53070,PURCHASED WATER                    ,2018,2
8/18/2017 0:00,CENTRAL ARIZONA PROJECT                      ,6666,606,INLET/SILVERADO GOLF COURSE IRRIGATION,29602,INLET GOLF COURSE IRRIGATION       ,53070,PURCHASED WATER                    ,2018,2
8/18/2017 0:00,CENTRAL ARIZONA SUPPLY                       ,61.68,100,GENERAL,20906,PLUMBING MAINTENANCE               ,53770,MTRS TO MAINT & REPAIR BLDS & IMPR ,2018,2
8/18/2017 0:00,CHICAGO TITLE AGENCY                         ,675,221,CDBG REHAB REVOLVING LOAN,31080,16/17-CDBG REHABILITATION          ,52121,TITLE COMPANY SERVICES             ,2018,2
8/18/2017 0:00,CINTAS CORPORATION                           ,65.09,100,GENERAL,20903,ELECTRICAL  MAINTENANCE            ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/18/2017 0:00,CINTAS CORPORATION                           ,92.18,100,GENERAL,20904,BUILDING MAINTENANCE AND REPAIR    ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/18/2017 0:00,CINTAS CORPORATION                           ,64.61,100,GENERAL,20905,HVAC MAINTENANCE                   ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
8/18/2017 0:00,CINTAS CORPORATION                           ,34.66,100,GENERAL,20906,PLUMBING MAINTENANCE               ,53050,CLOTHING & PERSONAL PROTECT EQUIP  ,2018,2
